Delegacia;Ano;Natureza;Janeiro;Fevereiro;Marco;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Total
030 DP - Tatuapé;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2024;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;1;0;1;1;0;0;30
030 DP - Tatuapé;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2024;LESÃO CORPORAL DOLOSA;220;240;280;230;190;30;35;38;32;23;25;32;3310
030 DP - Tatuapé;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;160;110;280;230;200;18;14;20;15;11;21;22;2190
030 DP - Tatuapé;2024;LESÃO CORPORAL CULPOSA - OUTRAS;10;0;20;0;10;2;0;0;2;1;0;1;100
030 DP - Tatuapé;2024;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2024;TOTAL DE ESTUPRO (4);10;30;10;10;40;2;1;1;3;0;0;3;200
030 DP - Tatuapé;2024;ESTUPRO;0;30;0;0;10;1;1;0;1;0;0;1;80
030 DP - Tatuapé;2024;ESTUPRO DE VULNERÁVEL;10;0;10;10;30;1;0;1;2;0;0;2;120
030 DP - Tatuapé;2024;TOTAL DE ROUBO - OUTROS (1);970;1070;940;740;830;77;80;78;52;71;84;86;9830
030 DP - Tatuapé;2024;ROUBO - OUTROS;950;1070;920;730;820;76;80;78;51;70;83;83;9700
030 DP - Tatuapé;2024;ROUBO DE VEÍCULO;70;90;110;120;70;12;3;4;6;6;12;8;970
030 DP - Tatuapé;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2024;ROUBO DE CARGA;20;0;20;10;10;1;0;0;1;1;1;3;130
030 DP - Tatuapé;2024;FURTO - OUTROS;2500;2850;2710;2060;2400;199;249;270;224;250;270;292;3006
030 DP - Tatuapé;2024;FURTO DE VEÍCULO;1200;1190;1280;1230;1530;172;165;138;119;155;135;113;164
030 DP - Tatuapé;2023;HOMICÍDIO DOLOSO (2);0;0;0;0;0;0;0;0;0;1;0;0;10
030 DP - Tatuapé;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;0;0;0;0;1;0;0;10
030 DP - Tatuapé;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;20;0;10;0;10;0;1;0;0;0;0;2;70
030 DP - Tatuapé;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2023;TENTATIVA DE HOMICÍDIO;0;0;0;0;0;0;0;0;0;0;0;1;10
030 DP - Tatuapé;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;10;0;0;0;0;0;0;0;0;10
030 DP - Tatuapé;2023;LESÃO CORPORAL DOLOSA;200;250;230;230;160;33;22;22;20;18;23;20;2650
030 DP - Tatuapé;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;120;140;130;110;240;15;11;14;18;19;17;16;1840
030 DP - Tatuapé;2023;LESÃO CORPORAL CULPOSA - OUTRAS;10;10;10;10;0;0;0;4;2;1;1;2;140
030 DP - Tatuapé;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2023;TOTAL DE ESTUPRO (4);10;10;0;20;20;1;0;2;2;1;2;0;140
030 DP - Tatuapé;2023;ESTUPRO;0;10;0;0;20;0;0;1;0;0;1;0;50
030 DP - Tatuapé;2023;ESTUPRO DE VULNERÁVEL;10;0;0;20;0;1;0;1;2;1;1;0;90
030 DP - Tatuapé;2023;TOTAL DE ROUBO - OUTROS (1);1360;1060;1330;1020;900;76;85;74;82;94;74;78;113
030 DP - Tatuapé;2023;ROUBO - OUTROS;1350;1050;1300;990;900;76;85;74;80;93;72;77;1116
030 DP - Tatuapé;2023;ROUBO DE VEÍCULO;90;150;230;160;190;7;13;7;9;13;9;17;1570
030 DP - Tatuapé;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2023;ROUBO DE CARGA;10;10;30;30;0;0;0;0;2;1;2;1;140
030 DP - Tatuapé;2023;FURTO - OUTROS;2290;2080;2400;2210;2370;247;258;293;247;262;241;246;2929
030 DP - Tatuapé;2023;FURTO DE VEÍCULO;1210;1170;1450;1100;1230;137;133;120;109;126;131;93;1465
030 DP - Tatuapé;2022;HOMICÍDIO DOLOSO (2);10;0;0;0;0;0;0;0;0;0;0;1;20
030 DP - Tatuapé;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);10;0;0;0;0;0;0;0;0;0;0;1;20
030 DP - Tatuapé;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;20;0;0;1;0;1;0;1;0;0;50
030 DP - Tatuapé;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2022;TENTATIVA DE HOMICÍDIO;0;0;0;0;20;0;0;0;0;0;0;0;20
030 DP - Tatuapé;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2022;LESÃO CORPORAL DOLOSA;240;140;320;290;230;23;20;19;29;27;23;28;2910
030 DP - Tatuapé;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;90;120;150;150;190;11;12;18;20;16;21;11;1790
030 DP - Tatuapé;2022;LESÃO CORPORAL CULPOSA - OUTRAS;20;0;10;10;0;2;0;0;2;0;1;0;90
030 DP - Tatuapé;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2022;TOTAL DE ESTUPRO (4);0;20;10;0;10;1;3;0;1;0;1;0;100
030 DP - Tatuapé;2022;ESTUPRO;0;0;0;0;0;1;2;0;1;0;0;0;40
030 DP - Tatuapé;2022;ESTUPRO DE VULNERÁVEL;0;20;10;0;10;0;1;0;0;0;1;0;60
030 DP - Tatuapé;2022;TOTAL DE ROUBO - OUTROS (1);940;670;840;810;650;79;85;87;78;112;116;100;1048
030 DP - Tatuapé;2022;ROUBO - OUTROS;910;660;830;790;630;77;83;86;77;111;114;100;103
030 DP - Tatuapé;2022;ROUBO DE VEÍCULO;90;130;220;180;90;12;6;11;8;19;24;21;1720
030 DP - Tatuapé;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
030 DP - Tatuapé;2022;ROUBO DE CARGA;30;10;10;20;20;2;2;1;1;1;2;0;180
030 DP - Tatuapé;2022;FURTO - OUTROS;1770;2080;2390;2160;2610;234;212;240;217;292;232;243;2771
030 DP - Tatuapé;2022;FURTO DE VEÍCULO;1010;1330;1930;1750;1650;128;138;150;177;178;191;112;1841
008 DP - Brás;2025;HOMICÍDIO DOLOSO (2);10;0;20;20;0;;;;;;;;50
008 DP - Brás;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);10;0;20;20;0;;;;;;;;50
008 DP - Brás;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
008 DP - Brás;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
008 DP - Brás;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;0;20;10;;;;;;;;40
008 DP - Brás;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
008 DP - Brás;2025;TENTATIVA DE HOMICÍDIO;0;0;20;0;0;;;;;;;;20
008 DP - Brás;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;;;;;;;;0
008 DP - Brás;2025;LESÃO CORPORAL DOLOSA;470;440;770;610;450;;;;;;;;2740
008 DP - Brás;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;160;130;170;130;210;;;;;;;;800
008 DP - Brás;2025;LESÃO CORPORAL CULPOSA - OUTRAS;20;0;10;10;20;;;;;;;;60
008 DP - Brás;2025;LATROCÍNIO;0;0;0;0;0;;;;;;;;0
008 DP - Brás;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;;;;;;;;0
008 DP - Brás;2025;TOTAL DE ESTUPRO (4);20;50;30;10;10;;;;;;;;120
008 DP - Brás;2025;ESTUPRO;20;30;0;0;0;;;;;;;;50
008 DP - Brás;2025;ESTUPRO DE VULNERÁVEL;0;20;30;10;10;;;;;;;;70
008 DP - Brás;2025;TOTAL DE ROUBO - OUTROS (1);1040;830;830;1100;1380;;;;;;;;5180
008 DP - Brás;2025;ROUBO - OUTROS;1020;820;820;1100;1370;;;;;;;;5130
008 DP - Brás;2025;ROUBO DE VEÍCULO;60;40;20;20;50;;;;;;;;190
008 DP - Brás;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
008 DP - Brás;2025;ROUBO DE CARGA;20;10;10;0;10;;;;;;;;50
008 DP - Brás;2025;FURTO - OUTROS;3930;3570;4270;4070;4320;;;;;;;;2016
008 DP - Brás;2025;FURTO DE VEÍCULO;380;190;270;350;350;;;;;;;;1540
008 DP - Brás;2024;HOMICÍDIO DOLOSO (2);0;10;10;0;0;0;0;1;1;1;0;2;70
008 DP - Brás;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;10;10;0;0;0;0;1;1;1;0;2;70
008 DP - Brás;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;0;10;0;1;1;0;1;0;1;70
008 DP - Brás;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2024;TENTATIVA DE HOMICÍDIO;0;0;20;0;0;1;0;0;1;0;4;1;90
008 DP - Brás;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2024;LESÃO CORPORAL DOLOSA;430;400;460;430;450;49;52;42;37;70;55;34;5560
008 DP - Brás;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;150;90;150;200;100;13;14;22;10;26;17;18;1890
008 DP - Brás;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;10;40;10;10;0;3;1;0;0;0;0;110
008 DP - Brás;2024;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2024;TOTAL DE ESTUPRO (4);50;20;20;50;30;2;3;2;3;4;3;4;380
008 DP - Brás;2024;ESTUPRO;20;0;0;20;0;1;1;2;1;1;1;2;130
008 DP - Brás;2024;ESTUPRO DE VULNERÁVEL;30;20;20;30;30;1;2;0;2;3;2;2;250
008 DP - Brás;2024;TOTAL DE ROUBO - OUTROS (1);730;800;860;900;1010;95;131;123;103;110;100;98;119
008 DP - Brás;2024;ROUBO - OUTROS;730;790;850;900;1000;95;131;123;103;107;97;98;1181
008 DP - Brás;2024;ROUBO DE VEÍCULO;40;30;40;10;20;4;2;3;5;3;2;4;370
008 DP - Brás;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2024;ROUBO DE CARGA;0;10;10;0;10;0;0;0;0;3;3;0;90
008 DP - Brás;2024;FURTO - OUTROS;3700;3900;4230;3630;3500;410;388;371;366;385;383;430;4629
008 DP - Brás;2024;FURTO DE VEÍCULO;280;320;370;450;440;38;25;36;42;31;32;23;4130
008 DP - Brás;2023;HOMICÍDIO DOLOSO (2);0;0;0;0;0;1;0;0;1;1;1;0;40
008 DP - Brás;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;0;0;1;0;0;1;1;1;0;40
008 DP - Brás;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;10;10;0;10;1;0;0;0;0;0;1;50
008 DP - Brás;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;1;10
008 DP - Brás;2023;TENTATIVA DE HOMICÍDIO;0;10;10;0;0;1;2;1;0;0;0;1;70
008 DP - Brás;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;1;0;0;0;10
008 DP - Brás;2023;LESÃO CORPORAL DOLOSA;360;420;300;330;600;41;44;41;47;45;47;48;5140
008 DP - Brás;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;60;100;70;90;170;11;10;10;7;10;13;14;1240
008 DP - Brás;2023;LESÃO CORPORAL CULPOSA - OUTRAS;10;0;0;0;30;0;3;0;0;0;2;1;100
008 DP - Brás;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2023;TOTAL DE ESTUPRO (4);20;10;0;30;10;3;2;0;5;2;1;4;240
008 DP - Brás;2023;ESTUPRO;10;0;0;10;10;3;1;0;1;0;1;1;100
008 DP - Brás;2023;ESTUPRO DE VULNERÁVEL;10;10;0;20;0;0;1;0;4;2;0;3;140
008 DP - Brás;2023;TOTAL DE ROUBO - OUTROS (1);1080;900;1270;880;990;110;106;97;79;87;114;108;1213
008 DP - Brás;2023;ROUBO - OUTROS;1070;860;1260;880;990;109;104;96;79;85;114;108;1201
008 DP - Brás;2023;ROUBO DE VEÍCULO;70;10;10;40;30;1;2;0;1;3;4;7;340
008 DP - Brás;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2023;ROUBO DE CARGA;10;40;10;0;0;1;2;1;0;2;0;0;120
008 DP - Brás;2023;FURTO - OUTROS;3440;3440;4380;2950;3960;449;480;405;409;407;414;584;4965
008 DP - Brás;2023;FURTO DE VEÍCULO;340;360;440;290;340;33;33;36;28;38;25;30;4000
008 DP - Brás;2022;HOMICÍDIO DOLOSO (2);20;0;0;10;10;0;1;1;3;0;0;1;100
008 DP - Brás;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);20;0;0;10;10;0;1;1;3;0;0;1;100
008 DP - Brás;2022;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2022;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;0;10;20;0;0;0;1;0;0;0;1;60
008 DP - Brás;2022;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2022;TENTATIVA DE HOMICÍDIO;0;10;0;0;10;0;0;0;2;0;2;1;70
008 DP - Brás;2022;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2022;LESÃO CORPORAL DOLOSA;240;190;350;260;230;27;43;38;33;37;26;39;3700
008 DP - Brás;2022;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;10;80;140;80;50;11;13;9;9;6;9;9;1020
008 DP - Brás;2022;LESÃO CORPORAL CULPOSA - OUTRAS;10;20;10;0;0;2;0;0;1;1;1;2;110
008 DP - Brás;2022;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2022;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2022;TOTAL DE ESTUPRO (4);0;30;0;20;0;0;1;2;1;4;0;1;140
008 DP - Brás;2022;ESTUPRO;0;20;0;10;0;0;1;0;0;2;0;0;60
008 DP - Brás;2022;ESTUPRO DE VULNERÁVEL;0;10;0;10;0;0;0;2;1;2;0;1;80
008 DP - Brás;2022;TOTAL DE ROUBO - OUTROS (1);1120;880;870;830;1230;111;148;116;123;108;121;145;1365
008 DP - Brás;2022;ROUBO - OUTROS;1060;880;850;810;1200;110;144;114;120;104;120;144;1336
008 DP - Brás;2022;ROUBO DE VEÍCULO;10;20;40;40;20;3;4;3;3;2;7;10;450
008 DP - Brás;2022;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
008 DP - Brás;2022;ROUBO DE CARGA;60;0;20;20;30;1;4;2;3;4;1;1;290
008 DP - Brás;2022;FURTO - OUTROS;3070;2790;3930;3580;4050;403;443;381;374;404;435;655;4837
008 DP - Brás;2022;FURTO DE VEÍCULO;280;220;550;360;240;32;40;43;39;32;53;34;4380
089 DP - Portal do Morumbi;2025;HOMICÍDIO DOLOSO (2);0;0;0;10;10;;;;;;;;20
089 DP - Portal do Morumbi;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;0;10;10;;;;;;;;20
089 DP - Portal do Morumbi;2025;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
089 DP - Portal do Morumbi;2025;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;;;;;;;;0
089 DP - Portal do Morumbi;2025;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;0;0;20;0;0;;;;;;;;20
089 DP - Portal do Morumbi;2025;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;;;;;;;;0
089 DP - Portal do Morumbi;2025;TENTATIVA DE HOMICÍDIO;30;10;10;10;20;;;;;;;;80
089 DP - Portal do Morumbi;2025;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;;;;;;;;0
089 DP - Portal do Morumbi;2025;LESÃO CORPORAL DOLOSA;210;340;210;310;230;;;;;;;;1300
089 DP - Portal do Morumbi;2025;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;170;100;150;200;220;;;;;;;;840
089 DP - Portal do Morumbi;2025;LESÃO CORPORAL CULPOSA - OUTRAS;10;0;20;20;0;;;;;;;;50
089 DP - Portal do Morumbi;2025;LATROCÍNIO;0;0;10;0;0;;;;;;;;10
089 DP - Portal do Morumbi;2025;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;10;0;0;;;;;;;;10
089 DP - Portal do Morumbi;2025;TOTAL DE ESTUPRO (4);20;10;30;20;0;;;;;;;;80
089 DP - Portal do Morumbi;2025;ESTUPRO;20;0;0;0;0;;;;;;;;20
089 DP - Portal do Morumbi;2025;ESTUPRO DE VULNERÁVEL;0;10;30;20;0;;;;;;;;60
089 DP - Portal do Morumbi;2025;TOTAL DE ROUBO - OUTROS (1);1160;950;940;800;970;;;;;;;;4820
089 DP - Portal do Morumbi;2025;ROUBO - OUTROS;1110;940;910;800;930;;;;;;;;4690
089 DP - Portal do Morumbi;2025;ROUBO DE VEÍCULO;60;110;60;80;120;;;;;;;;430
089 DP - Portal do Morumbi;2025;ROUBO A BANCO;0;0;0;0;0;;;;;;;;0
089 DP - Portal do Morumbi;2025;ROUBO DE CARGA;50;10;30;0;40;;;;;;;;130
089 DP - Portal do Morumbi;2025;FURTO - OUTROS;1520;1470;1590;1470;1680;;;;;;;;7730
089 DP - Portal do Morumbi;2025;FURTO DE VEÍCULO;160;170;310;180;150;;;;;;;;970
089 DP - Portal do Morumbi;2024;HOMICÍDIO DOLOSO (2);0;20;0;0;20;0;0;0;0;0;0;1;50
089 DP - Portal do Morumbi;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;20;0;0;30;0;0;0;0;0;0;1;60
089 DP - Portal do Morumbi;2024;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2024;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2024;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;0;0;0;0;0;0;0;0;0;0;0;10
089 DP - Portal do Morumbi;2024;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2024;TENTATIVA DE HOMICÍDIO;0;0;10;0;10;1;1;1;0;0;0;1;60
089 DP - Portal do Morumbi;2024;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2024;LESÃO CORPORAL DOLOSA;220;230;290;230;190;25;20;21;26;37;23;31;2990
089 DP - Portal do Morumbi;2024;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;110;120;160;210;110;18;18;19;25;16;12;18;1970
089 DP - Portal do Morumbi;2024;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;0;10;0;0;2;0;2;0;2;70
089 DP - Portal do Morumbi;2024;LATROCÍNIO;0;0;0;0;0;1;0;0;0;0;0;0;10
089 DP - Portal do Morumbi;2024;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;1;0;0;0;0;0;0;10
089 DP - Portal do Morumbi;2024;TOTAL DE ESTUPRO (4);20;20;40;10;20;1;1;2;5;5;1;2;280
089 DP - Portal do Morumbi;2024;ESTUPRO;10;10;10;0;10;0;1;1;1;3;0;2;120
089 DP - Portal do Morumbi;2024;ESTUPRO DE VULNERÁVEL;10;10;30;10;10;1;0;1;4;2;1;0;160
089 DP - Portal do Morumbi;2024;TOTAL DE ROUBO - OUTROS (1);1420;1220;2010;920;1170;71;95;106;102;141;102;130;1421
089 DP - Portal do Morumbi;2024;ROUBO - OUTROS;1400;1220;1960;890;1140;70;92;104;102;138;101;129;1397
089 DP - Portal do Morumbi;2024;ROUBO DE VEÍCULO;120;150;100;120;110;14;11;12;8;11;20;19;1550
089 DP - Portal do Morumbi;2024;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2024;ROUBO DE CARGA;20;0;50;30;30;1;3;2;0;3;1;1;240
089 DP - Portal do Morumbi;2024;FURTO - OUTROS;1500;1300;1550;1460;1420;138;128;135;140;157;160;143;1724
089 DP - Portal do Morumbi;2024;FURTO DE VEÍCULO;100;130;140;100;130;10;20;15;15;15;16;15;1660
089 DP - Portal do Morumbi;2023;HOMICÍDIO DOLOSO (2);0;0;10;10;10;0;0;1;1;0;0;0;50
089 DP - Portal do Morumbi;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;0;10;10;10;0;0;1;2;0;0;0;60
089 DP - Portal do Morumbi;2023;HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2023;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO POR ACIDENTE DE TRÂNSITO;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2023;HOMICÍDIO CULPOSO POR ACIDENTE DE TRÂNSITO;10;0;0;0;0;1;0;0;0;1;0;0;30
089 DP - Portal do Morumbi;2023;HOMICÍDIO CULPOSO OUTROS;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2023;TENTATIVA DE HOMICÍDIO;0;0;10;0;0;0;0;0;0;2;1;0;40
089 DP - Portal do Morumbi;2023;LESÃO CORPORAL SEGUIDA DE MORTE;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2023;LESÃO CORPORAL DOLOSA;140;250;260;260;240;15;14;24;17;22;28;29;2640
089 DP - Portal do Morumbi;2023;LESÃO CORPORAL CULPOSA POR ACIDENTE DE TRÂNSITO;70;130;150;90;50;15;13;14;14;13;13;11;1420
089 DP - Portal do Morumbi;2023;LESÃO CORPORAL CULPOSA - OUTRAS;0;0;0;10;0;0;0;0;1;0;1;1;40
089 DP - Portal do Morumbi;2023;LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2023;Nº DE VÍTIMAS EM LATROCÍNIO;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2023;TOTAL DE ESTUPRO (4);20;20;20;20;20;3;1;1;2;1;3;5;260
089 DP - Portal do Morumbi;2023;ESTUPRO;10;10;10;0;20;1;1;0;0;0;1;3;110
089 DP - Portal do Morumbi;2023;ESTUPRO DE VULNERÁVEL;10;10;10;20;0;2;0;1;2;1;2;2;150
089 DP - Portal do Morumbi;2023;TOTAL DE ROUBO - OUTROS (1);1490;1500;1660;1480;1440;143;175;191;157;171;182;165;1941
089 DP - Portal do Morumbi;2023;ROUBO - OUTROS;1480;1480;1630;1470;1440;141;173;185;154;167;181;163;1914
089 DP - Portal do Morumbi;2023;ROUBO DE VEÍCULO;150;140;150;220;110;27;22;12;12;14;33;19;2160
089 DP - Portal do Morumbi;2023;ROUBO A BANCO;0;0;0;0;0;0;0;0;0;0;0;0;0
089 DP - Portal do Morumbi;2023;ROUBO DE CARGA;10;20;30;10;0;2;2;6;3;4;1;2;270
089 DP - Portal do Morumbi;2023;FURTO - OUTROS;1290;910;1320;870;1070;102;133;145;113;150;149;149;1487
089 DP - Portal do Morumbi;2023;FURTO DE VEÍCULO;120;90;120;80;90;14;12;16;17;15;19;23;1660
089 DP - Portal do Morumbi;2022;HOMICÍDIO DOLOSO (2);0;20;10;0;0;2;0;2;0;1;1;0;90
089 DP - Portal do Morumbi;2022;Nº DE VÍTIMAS EM HOMICÍDIO DOLOSO (3);0;30;10;0;0;2;0;2;0;1;1;0;100
